1 	 1 	 0.003380 	 0.142857 	  
2 	 1 	 0.000576 	 0.047619 	  
3 	 1 	 0.637914 	 1.500000 	  
4 	 1 	 0.000171 	 0.058824 	  
5 	 1 	 0.103323 	 0.400000 	  
6 	 1 	 0.929095 	 0.312500 	  
7 	 1 	 3.906173 	 0.800000 	  
1 	 2 	 0.005238 	 0.142857 	  
2 	 2 	 0.000654 	 0.047619 	  
3 	 2 	 1.278403 	 1.500000 	  
4 	 2 	 0.000171 	 0.058824 	  
5 	 2 	 0.206977 	 0.400000 	  
6 	 2 	 1.914967 	 0.312500 	  
7 	 2 	 7.839469 	 0.800000 	  
1 	 3 	 0.012699 	 0.142857 	  
2 	 3 	 0.000654 	 0.047619 	  
3 	 3 	 1.924479 	 1.500000 	  
4 	 3 	 0.000171 	 0.058824 	  
5 	 3 	 0.310630 	 0.400000 	  
6 	 3 	 2.893046 	 0.312500 	  
7 	 3 	 11.787208 	 0.800000 	  
1 	 4 	 0.014331 	 0.142857 	  
2 	 4 	 0.000700 	 0.047619 	  
3 	 4 	 2.568395 	 1.500000 	  
4 	 4 	 0.000171 	 0.058824 	  
5 	 4 	 0.413788 	 0.400000 	  
6 	 4 	 3.878592 	 0.312500 	  
7 	 4 	 15.744504 	 0.800000 	  
1 	 5 	 0.015187 	 0.142857 	  
2 	 5 	 0.000700 	 0.047619 	  
3 	 5 	 3.210550 	 1.500000 	  
4 	 5 	 0.000254 	 0.058824 	  
5 	 5 	 0.518207 	 0.400000 	  
6 	 5 	 4.879068 	 0.312500 	  
7 	 5 	 19.697880 	 0.800000 	  
1 	 6 	 0.021802 	 0.142857 	  
2 	 6 	 0.014065 	 0.047619 	  
3 	 6 	 3.856057 	 1.500000 	  
4 	 6 	 0.000254 	 0.058824 	  
5 	 6 	 0.622626 	 0.400000 	  
6 	 6 	 5.874905 	 0.312500 	  
7 	 6 	 23.652510 	 0.800000 	  
1 	 7 	 0.025785 	 0.142857 	  
2 	 7 	 0.027430 	 0.047619 	  
3 	 7 	 4.501962 	 1.500000 	  
4 	 7 	 0.000254 	 0.058824 	  
5 	 7 	 0.724659 	 0.400000 	  
6 	 7 	 6.875275 	 0.312500 	  
7 	 7 	 27.602956 	 0.800000 	  
