1 	 1 	 0 	 1 	 125.108052 	 0.000000 	 0.039748 
1 	 1 	 0 	 2 	 70.871344 	 0.000001 	 0.386006 
1 	 1 	 0 	 6 	 55.434117 	 0.000004 	 1.031004 
1 	 1 	 0 	 9 	 169.166114 	 0.000000 	 0.011891 
1 	 2 	 0 	 2 	 98.610436 	 0.000000 	 0.102988 
1 	 2 	 0 	 4 	 127.685191 	 0.000000 	 0.036637 
1 	 2 	 0 	 5 	 146.781097 	 0.000000 	 0.020980 
1 	 2 	 0 	 6 	 149.352313 	 0.000000 	 0.019572 
1 	 2 	 0 	 7 	 59.156369 	 0.000003 	 0.795188 
1 	 2 	 0 	 8 	 109.504019 	 0.000000 	 0.067726 
1 	 2 	 0 	 10 	 143.565807 	 0.000000 	 0.022916 
1 	 2 	 0 	 12 	 54.184789 	 0.000004 	 1.129712 
1 	 2 	 0 	 14 	 155.116602 	 0.000000 	 0.016821 
1 	 2 	 0 	 15 	 126.120726 	 0.000000 	 0.038489 
1 	 3 	 0 	 2 	 126.699420 	 0.000000 	 0.037790 
1 	 3 	 0 	 3 	 78.067250 	 0.000001 	 0.262181 
1 	 4 	 0 	 2 	 72.717539 	 0.000001 	 0.348274 
1 	 4 	 0 	 1 	 144.710440 	 0.000000 	 0.022205 
1 	 4 	 0 	 7 	 74.265823 	 0.000001 	 0.320127 
1 	 4 	 0 	 8 	 105.748766 	 0.000000 	 0.077870 
1 	 4 	 0 	 9 	 154.170218 	 0.000000 	 0.017238 
1 	 4 	 0 	 10 	 61.644036 	 0.000003 	 0.674391 
1 	 4 	 0 	 11 	 106.434273 	 0.000000 	 0.075884 
1 	 4 	 0 	 14 	 85.789233 	 0.000001 	 0.179782 
1 	 4 	 0 	 15 	 124.921214 	 0.000000 	 0.039988 
1 	 4 	 0 	 16 	 137.638115 	 0.000000 	 0.027134 
1 	 4 	 0 	 18 	 95.455298 	 0.000000 	 0.117295 
1 	 4 	 0 	 23 	 87.975469 	 0.000001 	 0.162548 
1 	 5 	 0 	 1 	 95.899585 	 0.000000 	 0.115136 
1 	 5 	 0 	 2 	 162.528176 	 0.000000 	 0.013956 
1 	 5 	 0 	 3 	 116.354750 	 0.000000 	 0.053130 
1 	 5 	 0 	 4 	 143.904229 	 0.000000 	 0.022708 
1 	 5 	 0 	 7 	 56.459209 	 0.000004 	 0.958374 
1 	 5 	 0 	 8 	 167.015722 	 0.000000 	 0.012515 
1 	 5 	 0 	 10 	 108.497732 	 0.000000 	 0.070274 
1 	 5 	 0 	 12 	 72.678060 	 0.000001 	 0.349031 
1 	 5 	 0 	 13 	 117.316898 	 0.000000 	 0.051407 
1 	 5 	 0 	 15 	 87.716749 	 0.000001 	 0.164493 
1 	 6 	 0 	 1 	 144.953651 	 0.000000 	 0.022058 
1 	 6 	 0 	 2 	 77.167254 	 0.000001 	 0.274628 
1 	 6 	 0 	 4 	 32.718288 	 0.000033 	 8.497813 
1 	 6 	 0 	 5 	 113.122972 	 0.000000 	 0.059463 
1 	 7 	 0 	 1 	 64.493932 	 0.000002 	 0.562862 
1 	 7 	 0 	 2 	 64.639919 	 0.000002 	 0.557793 
1 	 7 	 0 	 5 	 105.328114 	 0.000000 	 0.079123 
1 	 7 	 0 	 8 	 129.873180 	 0.000000 	 0.034229 
1 	 7 	 0 	 9 	 46.133319 	 0.000008 	 2.149896 
1 	 7 	 0 	 12 	 67.314420 	 0.000002 	 0.474290 
1 	 7 	 0 	 13 	 123.279006 	 0.000000 	 0.042162 
1 	 7 	 0 	 15 	 106.109765 	 0.000000 	 0.076817 
2 	 4 	 0 	 24 	 122.747988 	 0.000000 	 0.042896 
2 	 5 	 0 	 16 	 139.192582 	 0.000000 	 0.025943 
