4 	 6 	 1  	 515.715 	  	 0 	 	 0 	 	 0 
4 	 6 	 2  	 515.715 	  	 0 	 	 0 	 	 0 
4 	 6 	 3  	 515.715 	  	 0 	 	 0 	 	 0 
4 	 6 	 4  	 515.715 	  	 0 	 	 0 	 	 0 
4 	 6 	 5  	 515.715 	  	 0 	 	 0 	 	 0 
4 	 6 	 6  	 515.715 	  	 257.472 	 	 0 	 	 0 
4 	 6 	 7  	 515.715 	  	 257.472 	 	 257.472 	 	 0 
4 	 6 	 8  	 515.715 	  	 257.472 	 	 257.472 	 	 0 
4 	 6 	 9  	 515.715 	  	 257.472 	 	 257.472 	 	 0 
4 	 6 	 10  	 515.715 	  	 257.472 	 	 257.472 	 	 0 
4 	 6 	 11  	 515.715 	  	 257.472 	 	 257.472 	 	 0 
4 	 6 	 12  	 515.715 	  	 257.472 	 	 257.472 	 	 0 
4 	 6 	 13  	 515.715 	  	 515.715 	 	 257.472 	 	 0 
4 	 6 	 14  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 15  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 16  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 17  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 18  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 19  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 20  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 21  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 22  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 23  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 24  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 25  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 26  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 27  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 28  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 29  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 30  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 31  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 32  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 33  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 34  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
4 	 6 	 35  	 515.715 	  	 515.715 	 	 515.715 	 	 0 
