6 	 6 	 1 	 15691.957133
6 	 13 	 2 	 15709.149518
6 	 20 	 3 	 16044.049719
6 	 27 	 4 	 16044.049719
6 	 34 	 5 	 16044.049719
6 	 41 	 6 	 16044.049719
6 	 48 	 7 	 16044.049719
6 	 55 	 8 	 16044.049719
6 	 62 	 9 	 16044.049719
6 	 69 	 10 	 16044.049719
6 	 76 	 11 	 16044.049719
6 	 83 	 12 	 16044.049719
6 	 90 	 13 	 16044.049719
6 	 97 	 14 	 16044.049719
6 	 104 	 15 	 16044.049719
6 	 111 	 16 	 16044.049719
6 	 118 	 17 	 16044.049719
6 	 125 	 18 	 16044.049719
6 	 132 	 19 	 16044.049719
6 	 139 	 20 	 16044.049719
6 	 146 	 21 	 16044.049719
6 	 153 	 22 	 16044.049719
6 	 160 	 23 	 16044.049719
6 	 167 	 24 	 16044.049719
6 	 174 	 25 	 16044.049719
6 	 181 	 26 	 16044.049719
6 	 188 	 27 	 16044.049719
6 	 195 	 28 	 16044.049719
6 	 202 	 29 	 16044.049719
6 	 209 	 30 	 16044.049719
6 	 216 	 31 	 16044.049719
6 	 223 	 32 	 16044.049719
6 	 230 	 33 	 16044.049719
6 	 237 	 34 	 16044.049719
6 	 244 	 35 	 16044.049719
6 	 251 	 36 	 16044.049719
6 	 258 	 37 	 16044.049719
6 	 265 	 38 	 16044.049719
6 	 272 	 39 	 16044.049719
6 	 279 	 40 	 16044.049719
6 	 286 	 41 	 16044.049719
6 	 293 	 42 	 16044.049719
6 	 300 	 43 	 16044.049719
6 	 307 	 44 	 16044.049719
6 	 314 	 45 	 16044.049719
6 	 321 	 46 	 16044.049719
6 	 328 	 47 	 16044.049719
6 	 335 	 48 	 16044.049719
6 	 342 	 49 	 16044.049719
6 	 349 	 50 	 16044.049719
6 	 356 	 51 	 16044.049719
6 	 363 	 52 	 16044.049719
6 	 370 	 53 	 16044.049719
6 	 377 	 54 	 16044.049719
6 	 384 	 55 	 16044.049719
6 	 391 	 56 	 16044.049719
6 	 398 	 57 	 16044.049719
6 	 405 	 58 	 16044.049719
6 	 412 	 59 	 16044.049719
6 	 419 	 60 	 16044.049719
6 	 426 	 61 	 16044.049719
6 	 433 	 62 	 16044.049719
6 	 440 	 63 	 16044.049719
6 	 447 	 64 	 16044.049719
6 	 454 	 65 	 16044.049719
6 	 461 	 66 	 16044.049719
6 	 468 	 67 	 16044.049719
6 	 475 	 68 	 16044.049719
6 	 482 	 69 	 16044.049719
6 	 489 	 70 	 16044.049719
6 	 496 	 71 	 16044.049719
6 	 503 	 72 	 16044.049719
6 	 510 	 73 	 16044.049719
6 	 517 	 74 	 16044.049719
6 	 524 	 75 	 16044.049719
6 	 531 	 76 	 16044.049719
6 	 538 	 77 	 16044.049719
6 	 545 	 78 	 16044.049719
6 	 552 	 79 	 16044.049719
6 	 559 	 80 	 16044.049719
6 	 566 	 81 	 16044.049719
6 	 573 	 82 	 16044.049719
6 	 580 	 83 	 16044.049719
6 	 587 	 84 	 16044.049719
6 	 594 	 85 	 16044.049719
6 	 601 	 86 	 16044.049719
6 	 608 	 87 	 16044.049719
6 	 615 	 88 	 16044.049719
6 	 622 	 89 	 16044.049719
6 	 629 	 90 	 16044.049719
6 	 636 	 91 	 16044.049719
6 	 643 	 92 	 16044.049719
6 	 650 	 93 	 16044.049719
6 	 657 	 94 	 16044.049719
6 	 664 	 95 	 16044.049719
6 	 671 	 96 	 16044.049719
6 	 678 	 97 	 16044.049719
6 	 685 	 98 	 16044.049719
6 	 692 	 99 	 16044.049719
6 	 699 	 100 	 16044.049719
6 	 706 	 101 	 16044.049719
6 	 713 	 102 	 16044.049719
6 	 720 	 103 	 16044.049719
