1  	 6 	 3 	 11.396786 	 0.002322 	 417.495355 
1  	 6 	 13 	 12.052687 	 0.001856 	 333.846366 
1  	 6 	 2 	 12.377906 	 0.001669 	 300.147053 
1  	 6 	 4 	 12.168483 	 0.001787 	 321.330191 
1  	 6 	 10 	 7.535533 	 0.012400 	 2218.344928 
1  	 6 	 5 	 5.407136 	 0.046776 	 8228.679349 
1  	 6 	 7 	 10.646638 	 0.003425 	 615.364919 
1  	 6 	 14 	 12.376589 	 0.001847 	 332.137995 
1  	 6 	 11 	 4.188486 	 0.127287 	 21566.492599 
1  	 6 	 15 	 11.214812 	 0.002528 	 454.409736 
2  	 6 	 3 	 11.396786 	 0.002427 	 436.369754 
2  	 6 	 13 	 12.052687 	 0.001940 	 348.942772 
2  	 6 	 2 	 12.377906 	 0.001744 	 313.720917 
2  	 6 	 4 	 12.168483 	 0.001868 	 335.861149 
2  	 6 	 10 	 7.535533 	 0.013646 	 2439.623922 
2  	 6 	 5 	 5.407136 	 0.051473 	 9034.651282 
2  	 6 	 7 	 10.646638 	 0.003425 	 615.364919 
2  	 6 	 14 	 12.376589 	 0.001783 	 320.630649 
2  	 6 	 11 	 4.188486 	 0.133048 	 22484.111525 
2  	 6 	 15 	 11.214812 	 0.002782 	 499.981524 
3  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
3  	 6 	 2 	 12.377906 	 0.001839 	 330.698391 
3  	 6 	 8 	 5.166799 	 0.041800 	 7370.969666 
3  	 6 	 6 	 11.297621 	 0.002650 	 476.318158 
3  	 6 	 10 	 7.535533 	 0.009239 	 1655.308838 
3  	 6 	 5 	 5.407136 	 0.034849 	 6166.014963 
3  	 6 	 7 	 10.646638 	 0.003425 	 615.364919 
3  	 6 	 14 	 12.376589 	 0.001270 	 228.377796 
3  	 6 	 11 	 4.188486 	 0.142963 	 24052.350794 
3  	 6 	 15 	 11.214812 	 0.001970 	 354.167101 
4  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
4  	 6 	 2 	 12.377906 	 0.000121 	 21.819504 
4  	 6 	 5 	 5.407136 	 0.049393 	 8678.196643 
4  	 6 	 4 	 12.168483 	 0.000128 	 23.114767 
4  	 6 	 9 	 4.193388 	 0.009203 	 1648.955909 
4  	 6 	 6 	 11.297621 	 0.002592 	 465.907377 
4  	 6 	 7 	 10.646638 	 0.003425 	 615.364919 
4  	 6 	 12 	 10.398982 	 0.000241 	 43.335880 
4  	 6 	 11 	 4.188486 	 0.142963 	 24052.350794 
4  	 6 	 15 	 11.214812 	 0.000181 	 32.552681 
5  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
5  	 6 	 2 	 12.377906 	 0.001712 	 307.865854 
5  	 6 	 6 	 11.297621 	 0.002366 	 425.289889 
5  	 6 	 4 	 12.168483 	 0.001617 	 290.900819 
5  	 6 	 9 	 4.193388 	 0.129954 	 21991.819938 
5  	 6 	 14 	 12.376589 	 0.001511 	 271.837738 
5  	 6 	 7 	 10.646638 	 0.003413 	 613.296320 
5  	 6 	 12 	 10.398982 	 0.003033 	 545.030435 
5  	 6 	 11 	 4.188486 	 0.142963 	 24052.350794 
5  	 6 	 15 	 11.214812 	 0.002540 	 456.670314 
6  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
6  	 6 	 2 	 12.377906 	 0.001874 	 337.077465 
6  	 6 	 10 	 7.535533 	 0.012226 	 2187.336255 
6  	 6 	 8 	 5.166799 	 0.054457 	 9544.688300 
6  	 6 	 9 	 4.193388 	 0.127491 	 21599.097740 
6  	 6 	 6 	 11.297621 	 0.002681 	 481.979331 
6  	 6 	 7 	 10.646638 	 0.003068 	 551.439100 
6  	 6 	 13 	 12.052687 	 0.002085 	 374.918861 
6  	 6 	 11 	 4.188486 	 0.128089 	 21694.510469 
6  	 6 	 15 	 11.214812 	 0.002492 	 448.027140 
7  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
7  	 6 	 2 	 12.377906 	 0.001874 	 337.077465 
7  	 6 	 10 	 7.535533 	 0.000887 	 159.604227 
7  	 6 	 8 	 5.166799 	 0.003976 	 714.274792 
7  	 6 	 9 	 4.193388 	 0.142296 	 23947.241413 
7  	 6 	 12 	 10.398982 	 0.000242 	 43.611165 
7  	 6 	 7 	 10.646638 	 0.000223 	 40.067718 
7  	 6 	 13 	 12.052687 	 0.002085 	 374.918861 
7  	 6 	 11 	 4.188486 	 0.009294 	 1665.152456 
7  	 6 	 15 	 11.214812 	 0.002782 	 499.981524 
8  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
8  	 6 	 2 	 12.377906 	 0.001759 	 316.326834 
8  	 6 	 10 	 7.535533 	 0.011181 	 2001.350491 
8  	 6 	 8 	 5.166799 	 0.057936 	 10137.552900 
8  	 6 	 9 	 4.193388 	 0.142296 	 23947.241413 
8  	 6 	 12 	 10.398982 	 0.003083 	 554.068952 
8  	 6 	 7 	 10.646638 	 0.003128 	 562.077698 
8  	 6 	 13 	 12.052687 	 0.001957 	 351.840973 
8  	 6 	 11 	 4.188486 	 0.130564 	 22088.994787 
8  	 6 	 15 	 11.214812 	 0.002782 	 499.981524 
9  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
9  	 6 	 2 	 12.377906 	 0.001630 	 293.108194 
9  	 6 	 10 	 7.535533 	 0.013646 	 2439.623922 
9  	 6 	 8 	 5.166799 	 0.057936 	 10137.552900 
9  	 6 	 9 	 4.193388 	 0.123719 	 20995.930162 
9  	 6 	 14 	 12.376589 	 0.001667 	 299.898487 
9  	 6 	 7 	 10.646638 	 0.003425 	 615.364919 
9  	 6 	 13 	 12.052687 	 0.001636 	 294.185203 
9  	 6 	 11 	 4.188486 	 0.142963 	 24052.350794 
9  	 6 	 15 	 11.214812 	 0.002418 	 434.788270 
10  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
10  	 6 	 2 	 12.377906 	 0.001820 	 327.240695 
10  	 6 	 10 	 7.535533 	 0.012110 	 2166.676189 
10  	 6 	 8 	 5.166799 	 0.061740 	 10783.628110 
10  	 6 	 9 	 4.193388 	 0.127458 	 21593.812610 
10  	 6 	 4 	 12.168483 	 0.001781 	 320.283190 
10  	 6 	 7 	 10.646638 	 0.003067 	 551.296131 
10  	 6 	 13 	 12.052687 	 0.002085 	 374.918861 
10  	 6 	 11 	 4.188486 	 0.142963 	 24052.350794 
10  	 6 	 15 	 11.214812 	 0.002491 	 447.910948 
11  	 6 	 3 	 11.396786 	 0.002608 	 468.845633 
