4 	 1 	 260158.394599 	 260158.394599 	 0.307692 	 260158.394599 	 19.938646 	 260158.394599 
4 	 2 	 260219.431907 	 260219.431907 	 0.307692 	 520319.321381 	 19.938719 	 260160.926782 
4 	 3 	 299342.905390 	 299342.905390 	 0.307692 	 819506.123234 	 32.997272 	 299186.801852 
4 	 4 	 299342.905390 	 299342.905390 	 0.307692 	 1118692.925086 	 32.997272 	 299186.801852 
4 	 5 	 299342.905390 	 299342.905390 	 0.307692 	 1417879.726938 	 32.997272 	 299186.801852 
4 	 6 	 299342.905390 	 299342.905390 	 0.307692 	 1717066.528791 	 32.997272 	 299186.801852 
4 	 7 	 299342.905390 	 299342.905390 	 0.307692 	 2016253.330643 	 32.997272 	 299186.801852 
4 	 8 	 299342.905390 	 299342.905390 	 0.307692 	 2315440.132495 	 32.997272 	 299186.801852 
4 	 9 	 299342.905390 	 299342.905390 	 0.307692 	 2614626.934348 	 32.997272 	 299186.801852 
4 	 10 	 299342.905390 	 299342.905390 	 0.307692 	 2913813.736200 	 32.997272 	 299186.801852 
4 	 11 	 299342.905390 	 299342.905390 	 0.307692 	 3213000.538053 	 32.997272 	 299186.801852 
4 	 12 	 299342.905390 	 299342.905390 	 0.307692 	 3512187.339905 	 32.997272 	 299186.801852 
4 	 13 	 299342.905390 	 299342.905390 	 0.307692 	 3811374.141757 	 32.997272 	 299186.801852 
4 	 14 	 299342.905390 	 299342.905390 	 0.307692 	 4110560.943610 	 32.997272 	 299186.801852 
4 	 15 	 299342.905390 	 299342.905390 	 0.307692 	 4409747.745462 	 32.997272 	 299186.801852 
4 	 16 	 299342.905390 	 299342.905390 	 0.307692 	 4708934.547314 	 32.997272 	 299186.801852 
4 	 17 	 299342.905390 	 299342.905390 	 0.307692 	 5008121.349167 	 32.997272 	 299186.801852 
4 	 18 	 299342.905390 	 299342.905390 	 0.307692 	 5307308.151019 	 32.997272 	 299186.801852 
4 	 19 	 299342.905390 	 299342.905390 	 0.307692 	 5606494.952871 	 32.997272 	 299186.801852 
4 	 20 	 299342.905390 	 299342.905390 	 0.307692 	 5905681.754724 	 32.997272 	 299186.801852 
4 	 21 	 299342.905390 	 299342.905390 	 0.307692 	 6204868.556576 	 32.997272 	 299186.801852 
4 	 22 	 299342.905390 	 299342.905390 	 0.307692 	 6504055.358428 	 32.997272 	 299186.801852 
4 	 23 	 299342.905390 	 299342.905390 	 0.307692 	 6803242.160281 	 32.997272 	 299186.801852 
4 	 24 	 299342.905390 	 299342.905390 	 0.307692 	 7102428.962133 	 32.997272 	 299186.801852 
4 	 25 	 299342.905390 	 299342.905390 	 0.307692 	 7401615.763985 	 32.997272 	 299186.801852 
4 	 26 	 299342.905390 	 299342.905390 	 0.307692 	 7700802.565838 	 32.997272 	 299186.801852 
4 	 27 	 299342.905390 	 299342.905390 	 0.307692 	 7999989.367690 	 32.997272 	 299186.801852 
4 	 28 	 299342.905390 	 299342.905390 	 0.307692 	 8299176.169542 	 32.997272 	 299186.801852 
4 	 29 	 299342.905390 	 299342.905390 	 0.307692 	 8598362.971395 	 32.997272 	 299186.801852 
4 	 30 	 299342.905390 	 299342.905390 	 0.307692 	 8897549.773247 	 32.997272 	 299186.801852 
4 	 31 	 299342.905390 	 299342.905390 	 0.307692 	 9196736.575099 	 32.997272 	 299186.801852 
4 	 32 	 299342.905390 	 299342.905390 	 0.307692 	 9495923.376952 	 32.997272 	 299186.801852 
4 	 33 	 299342.905390 	 299342.905390 	 0.307692 	 9795110.178804 	 32.997272 	 299186.801852 
4 	 34 	 299342.905390 	 299342.905390 	 0.307692 	 10094296.980656 	 32.997272 	 299186.801852 
4 	 35 	 299342.905390 	 299342.905390 	 0.307692 	 10393483.782509 	 32.997272 	 299186.801852 
4 	 36 	 299342.905390 	 299342.905390 	 0.307692 	 10692670.584361 	 32.997272 	 299186.801852 
4 	 37 	 299342.905390 	 299342.905390 	 0.307692 	 10991857.386213 	 32.997272 	 299186.801852 
4 	 38 	 299342.905390 	 299342.905390 	 0.307692 	 11291044.188066 	 32.997272 	 299186.801852 
4 	 39 	 299342.905390 	 299342.905390 	 0.307692 	 11590230.989918 	 32.997272 	 299186.801852 
4 	 40 	 299342.905390 	 299342.905390 	 0.307692 	 11889417.791770 	 32.997272 	 299186.801852 
4 	 41 	 299342.905390 	 299342.905390 	 0.307692 	 12188604.593623 	 32.997272 	 299186.801852 
4 	 42 	 299342.905390 	 299342.905390 	 0.307692 	 12487791.395475 	 32.997272 	 299186.801852 
4 	 43 	 299342.905390 	 299342.905390 	 0.307692 	 12786978.197328 	 32.997272 	 299186.801852 
4 	 44 	 299342.905390 	 299342.905390 	 0.307692 	 13086164.999180 	 32.997272 	 299186.801852 
4 	 45 	 299342.905390 	 299342.905390 	 0.307692 	 13385351.801032 	 32.997272 	 299186.801852 
4 	 46 	 299342.905390 	 299342.905390 	 0.307692 	 13684538.602885 	 32.997272 	 299186.801852 
4 	 47 	 299342.905390 	 299342.905390 	 0.307692 	 13983725.404737 	 32.997272 	 299186.801852 
4 	 48 	 299342.905390 	 299342.905390 	 0.307692 	 14282912.206589 	 32.997272 	 299186.801852 
4 	 49 	 299342.905390 	 299342.905390 	 0.307692 	 14582099.008442 	 32.997272 	 299186.801852 
4 	 50 	 299342.905390 	 299342.905390 	 0.307692 	 14881285.810294 	 32.997272 	 299186.801852 
4 	 51 	 299342.905390 	 299342.905390 	 0.307692 	 15180472.612146 	 32.997272 	 299186.801852 
4 	 52 	 299342.905390 	 299342.905390 	 0.307692 	 15479659.413999 	 32.997272 	 299186.801852 
4 	 53 	 299342.905390 	 299342.905390 	 0.307692 	 15778846.215851 	 32.997272 	 299186.801852 
