1 	 	 0 	 	 0 	 	 0  
1 	 	 0 	 	 0 	 	 0  
2 	 	 0 	 	 0 	 	 0  
2 	 	 0 	 	 0 	 	 0  
3 	 	 0 	 	 0 	 	 0  
3 	 	 0 	 	 2 	 	 0  
4 	 	 0 	 	 2 	 	 2  
4 	 	 0 	 	 5 	 	 2  
5 	 	 0 	 	 5 	 	 5  
5 	 	 1 	 	 7 	 	 5  
6 	 	 1 	 	 7 	 	 7  
6 	 	 2 	 	 7 	 	 7  
7 	 	 2 	 	 7 	 	 7  
7 	 	 3 	 	 7 	 	 7  
8 	 	 3 	 	 7 	 	 7  
8 	 	 4 	 	 7 	 	 7  
9 	 	 4 	 	 7 	 	 7  
9 	 	 5 	 	 7 	 	 7  
