2 	 1 	 0 	 61 	 82.126938 	 0.000001 	 0.384134 
2 	 1 	 0 	 33 	 89.359029 	 0.000001 	 0.274913 
2 	 1 	 0 	 1 	 116.684409 	 0.000000 	 0.094557 
2 	 1 	 0 	 50 	 70.953451 	 0.000003 	 0.691601 
2 	 1 	 0 	 16 	 92.811666 	 0.000001 	 0.236231 
2 	 1 	 0 	 30 	 106.673483 	 0.000001 	 0.135371 
2 	 1 	 0 	 2 	 128.487065 	 0.000000 	 0.064281 
2 	 1 	 0 	 3 	 102.911928 	 0.000001 	 0.156273 
2 	 1 	 0 	 11 	 92.500110 	 0.000001 	 0.239419 
2 	 1 	 0 	 34 	 24.917391 	 0.000175 	 45.467380 
2 	 1 	 0 	 6 	 99.019335 	 0.000001 	 0.182334 
2 	 1 	 0 	 25 	 29.002261 	 0.000095 	 24.774115 
2 	 2 	 0 	 36 	 56.525664 	 0.000007 	 1.716982 
2 	 2 	 0 	 2 	 127.089109 	 0.000000 	 0.067192 
2 	 2 	 0 	 22 	 73.667516 	 0.000002 	 0.595177 
2 	 2 	 0 	 3 	 143.397815 	 0.000000 	 0.041455 
2 	 2 	 0 	 20 	 100.821144 	 0.000001 	 0.169646 
2 	 2 	 0 	 57 	 116.741487 	 0.000000 	 0.094373 
2 	 2 	 0 	 8 	 86.776193 	 0.000001 	 0.309135 
2 	 2 	 0 	 72 	 67.800672 	 0.000003 	 0.829496 
2 	 2 	 0 	 11 	 122.357920 	 0.000000 	 0.078199 
2 	 2 	 0 	 37 	 97.429253 	 0.000001 	 0.194533 
2 	 2 	 0 	 70 	 16.559314 	 0.000898 	 233.016461 
2 	 2 	 0 	 63 	 159.126330 	 0.000000 	 0.027339 
2 	 2 	 0 	 14 	 111.606402 	 0.000000 	 0.112978 
2 	 2 	 0 	 51 	 34.463759 	 0.000048 	 12.424806 
2 	 2 	 0 	 5 	 106.136447 	 0.000001 	 0.138131 
2 	 2 	 0 	 18 	 82.630647 	 0.000001 	 0.375991 
