1 	 1 	 14147.736346 	 14147.736346 	  0.225806  
2 	 1 	 4392.829343 	 4392.829343 	  0.400000  
3 	 1 	 11173.873997 	 11173.873997 	  0.375000  
4 	 1 	 482.888375 	 482.888375 	  0.200000  
5 	 1 	 329.681940 	 329.681940 	  0.090909  
6 	 1 	 4268.041332 	 4268.041332 	  0.090909  
7 	 1 	 80.809576 	 80.809576 	  0.080000  
1 	 2 	 18168.258393 	 32315.994740 	  0.225806  
2 	 2 	 7721.621038 	 12114.450381 	  0.400000  
3 	 2 	 99963.985229 	 111137.859226 	  0.375000  
4 	 2 	 6188.248210 	 6671.136585 	  0.200000  
5 	 2 	 2443.126725 	 2772.808665 	  0.090909  
6 	 2 	 4307.599940 	 8575.641272 	  0.090909  
7 	 2 	 6690.196766 	 6771.006342 	  0.080000  
1 	 3 	 18100.644014 	 50416.638753 	  0.225806  
2 	 3 	 8248.726631 	 20363.177013 	  0.400000  
3 	 3 	 101095.690227 	 212233.549453 	  0.375000  
4 	 3 	 6226.632202 	 12897.768786 	  0.200000  
5 	 3 	 2443.126725 	 5215.935390 	  0.090909  
6 	 3 	 4301.938198 	 12877.579470 	  0.090909  
7 	 3 	 6735.105890 	 13506.112232 	  0.080000  
1 	 4 	 18175.271980 	 68591.910734 	  0.225806  
2 	 4 	 8248.726631 	 28611.903644 	  0.400000  
3 	 4 	 104137.793108 	 316371.342561 	  0.375000  
4 	 4 	 6226.632202 	 19124.400988 	  0.200000  
5 	 4 	 2443.126725 	 7659.062115 	  0.090909  
6 	 4 	 4302.088267 	 17179.667737 	  0.090909  
7 	 4 	 6735.105890 	 20241.218121 	  0.080000  
1 	 5 	 18175.271980 	 86767.182714 	  0.225806  
2 	 5 	 8248.726631 	 36860.630276 	  0.400000  
3 	 5 	 104137.793108 	 420509.135669 	  0.375000  
4 	 5 	 6226.632202 	 25351.033189 	  0.200000  
5 	 5 	 2443.126725 	 10102.188840 	  0.090909  
6 	 5 	 4302.088267 	 21481.756005 	  0.090909  
7 	 5 	 6735.105890 	 26976.324011 	  0.080000  
1 	 6 	 18175.271980 	 104942.454694 	  0.225806  
2 	 6 	 8248.726631 	 45109.356907 	  0.400000  
3 	 6 	 104137.793108 	 524646.928777 	  0.375000  
4 	 6 	 6226.632202 	 31577.665391 	  0.200000  
5 	 6 	 2443.126725 	 12545.315565 	  0.090909  
6 	 6 	 4302.088267 	 25783.844272 	  0.090909  
7 	 6 	 6735.105890 	 33711.429900 	  0.080000  
1 	 7 	 18175.271980 	 123117.726674 	  0.225806  
2 	 7 	 8248.726631 	 53358.083539 	  0.400000  
3 	 7 	 104137.793108 	 628784.721885 	  0.375000  
4 	 7 	 6226.632202 	 37804.297593 	  0.200000  
5 	 7 	 2443.126725 	 14988.442290 	  0.090909  
6 	 7 	 4302.088267 	 30085.932540 	  0.090909  
7 	 7 	 6735.105890 	 40446.535790 	  0.080000  
1 	 8 	 18175.271980 	 141292.998655 	  0.225806  
2 	 8 	 8248.726631 	 61606.810170 	  0.400000  
3 	 8 	 104137.793108 	 732922.514993 	  0.375000  
4 	 8 	 6226.632202 	 44030.929794 	  0.200000  
5 	 8 	 2443.126725 	 17431.569016 	  0.090909  
6 	 8 	 4302.088267 	 34388.020807 	  0.090909  
7 	 8 	 6735.105890 	 47181.641680 	  0.080000  
1 	 9 	 18175.271980 	 159468.270635 	  0.225806  
2 	 9 	 8248.726631 	 69855.536802 	  0.400000  
3 	 9 	 104137.793108 	 837060.308100 	  0.375000  
4 	 9 	 6226.632202 	 50257.561996 	  0.200000  
5 	 9 	 2443.126725 	 19874.695741 	  0.090909  
6 	 9 	 4302.088267 	 38690.109074 	  0.090909  
7 	 9 	 6735.105890 	 53916.747569 	  0.080000  
1 	 10 	 18175.271980 	 177643.542615 	  0.225806  
2 	 10 	 8248.726631 	 78104.263433 	  0.400000  
3 	 10 	 104137.793108 	 941198.101208 	  0.375000  
4 	 10 	 6226.632202 	 56484.194197 	  0.200000  
5 	 10 	 2443.126725 	 22317.822466 	  0.090909  
6 	 10 	 4302.088267 	 42992.197342 	  0.090909  
7 	 10 	 6735.105890 	 60651.853459 	  0.080000  
1 	 11 	 18175.271980 	 195818.814595 	  0.225806  
2 	 11 	 8248.726631 	 86352.990065 	  0.400000  
3 	 11 	 104137.793108 	 1045335.894316 	  0.375000  
4 	 11 	 6226.632202 	 62710.826399 	  0.200000  
5 	 11 	 2443.126725 	 24760.949191 	  0.090909  
6 	 11 	 4302.088267 	 47294.285609 	  0.090909  
7 	 11 	 6735.105890 	 67386.959348 	  0.080000  
1 	 12 	 18175.271980 	 213994.086576 	  0.225806  
2 	 12 	 8248.726631 	 94601.716696 	  0.400000  
3 	 12 	 104137.793108 	 1149473.687424 	  0.375000  
4 	 12 	 6226.632202 	 68937.458600 	  0.200000  
5 	 12 	 2443.126725 	 27204.075916 	  0.090909  
6 	 12 	 4302.088267 	 51596.373876 	  0.090909  
7 	 12 	 6735.105890 	 74122.065238 	  0.080000  
1 	 13 	 18175.271980 	 232169.358556 	  0.225806  
2 	 13 	 8248.726631 	 102850.443328 	  0.400000  
3 	 13 	 104137.793108 	 1253611.480532 	  0.375000  
4 	 13 	 6226.632202 	 75164.090802 	  0.200000  
5 	 13 	 2443.126725 	 29647.202641 	  0.090909  
6 	 13 	 4302.088267 	 55898.462144 	  0.090909  
7 	 13 	 6735.105890 	 80857.171127 	  0.080000  
1 	 14 	 18175.271980 	 250344.630536 	  0.225806  
2 	 14 	 8248.726631 	 111099.169959 	  0.400000  
3 	 14 	 104137.793108 	 1357749.273639 	  0.375000  
4 	 14 	 6226.632202 	 81390.723003 	  0.200000  
5 	 14 	 2443.126725 	 32090.329366 	  0.090909  
6 	 14 	 4302.088267 	 60200.550411 	  0.090909  
7 	 14 	 6735.105890 	 87592.277017 	  0.080000  
1 	 15 	 18175.271980 	 268519.902516 	  0.225806  
2 	 15 	 8248.726631 	 119347.896591 	  0.400000  
3 	 15 	 104137.793108 	 1461887.066747 	  0.375000  
4 	 15 	 6226.632202 	 87617.355205 	  0.200000  
5 	 15 	 2443.126725 	 34533.456092 	  0.090909  
6 	 15 	 4302.088267 	 64502.638679 	  0.090909  
7 	 15 	 6735.105890 	 94327.382906 	  0.080000  
1 	 16 	 18175.271980 	 286695.174496 	  0.225806  
2 	 16 	 8248.726631 	 127596.623222 	  0.400000  
3 	 16 	 104137.793108 	 1566024.859855 	  0.375000  
4 	 16 	 6226.632202 	 93843.987407 	  0.200000  
5 	 16 	 2443.126725 	 36976.582817 	  0.090909  
6 	 16 	 4302.088267 	 68804.726946 	  0.090909  
7 	 16 	 6735.105890 	 101062.488796 	  0.080000  
1 	 17 	 18175.271980 	 304870.446477 	  0.225806  
2 	 17 	 8248.726631 	 135845.349854 	  0.400000  
3 	 17 	 104137.793108 	 1670162.652963 	  0.375000  
4 	 17 	 6226.632202 	 100070.619608 	  0.200000  
5 	 17 	 2443.126725 	 39419.709542 	  0.090909  
6 	 17 	 4302.088267 	 73106.815213 	  0.090909  
7 	 17 	 6735.105890 	 107797.594685 	  0.080000  
1 	 18 	 18175.271980 	 323045.718457 	  0.225806  
2 	 18 	 8248.726631 	 144094.076485 	  0.400000  
3 	 18 	 104137.793108 	 1774300.446071 	  0.375000  
4 	 18 	 6226.632202 	 106297.251810 	  0.200000  
5 	 18 	 2443.126725 	 41862.836267 	  0.090909  
6 	 18 	 4302.088267 	 77408.903481 	  0.090909  
7 	 18 	 6735.105890 	 114532.700575 	  0.080000  
1 	 19 	 18175.271980 	 341220.990437 	  0.225806  
2 	 19 	 8248.726631 	 152342.803117 	  0.400000  
3 	 19 	 104137.793108 	 1878438.239179 	  0.375000  
4 	 19 	 6226.632202 	 112523.884011 	  0.200000  
