1 	 7.268901e-01 
2 	 4.273435e-02 
3 	 5.993843e-02 
4 	 8.356101e-03 
5 	 5.252745e-02 
6 	 4.368754e-02 
7 	 3.335002e-04 
8 	 9.275054e-03 
9 	 4.342281e-02 
10 	 0 
9.871653e-01 	 
