1 	 8.198813e-01 
2 	 1.250480e-02 
3 	 5.101823e-02 
4 	 5.815283e-02 
5 	 2.857109e-02 
6 	 2.987175e-02 
7 	 0 
8 	 0 
9 	 0 
10 	 0 
1.000000e+00 	 
