1 	 1  	 8 
1 	 2  	 4 
1 	 3  	 11 
1 	 4  	 3 
1 	 5  	 3 
1 	 6  	 3 
1 	 7  	 4 
1 	 8  	 7 
1 	 9  	 2 
1 	 10  	 5 
2 	 1  	 6 
2 	 2  	 1 
2 	 3  	 1 
2 	 4  	 1 
2 	 5  	 1 
2 	 6  	 1 
2 	 7  	 1 
2 	 8  	 1 
2 	 9  	 1 
2 	 10  	 1 
