6 	 6 	 1 	 14459.952843
6 	 13 	 2 	 14473.274246
6 	 20 	 3 	 14473.274246
6 	 27 	 4 	 14473.274246
6 	 34 	 5 	 14473.274246
6 	 41 	 6 	 14473.274246
6 	 48 	 7 	 14473.274246
6 	 55 	 8 	 14473.274246
6 	 62 	 9 	 14473.274246
6 	 69 	 10 	 14473.274246
6 	 76 	 11 	 14473.274246
6 	 83 	 12 	 14473.274246
6 	 90 	 13 	 14473.274246
6 	 97 	 14 	 14473.274246
6 	 104 	 15 	 14473.274246
6 	 111 	 16 	 14473.274246
6 	 118 	 17 	 14473.274246
6 	 125 	 18 	 14473.274246
6 	 132 	 19 	 14473.274246
6 	 139 	 20 	 14473.274246
6 	 146 	 21 	 14473.274246
6 	 153 	 22 	 14473.274246
6 	 160 	 23 	 14473.274246
6 	 167 	 24 	 14473.274246
6 	 174 	 25 	 14473.274246
6 	 181 	 26 	 14473.274246
6 	 188 	 27 	 14473.274246
6 	 195 	 28 	 14473.274246
6 	 202 	 29 	 14473.274246
6 	 209 	 30 	 14473.274246
6 	 216 	 31 	 14473.274246
6 	 223 	 32 	 14473.274246
6 	 230 	 33 	 14473.274246
6 	 237 	 34 	 14473.274246
6 	 244 	 35 	 14473.274246
6 	 251 	 36 	 14473.274246
6 	 258 	 37 	 14473.274246
6 	 265 	 38 	 14473.274246
6 	 272 	 39 	 14473.274246
6 	 279 	 40 	 14473.274246
6 	 286 	 41 	 14473.274246
6 	 293 	 42 	 14473.274246
6 	 300 	 43 	 14473.274246
6 	 307 	 44 	 14473.274246
6 	 314 	 45 	 14473.274246
6 	 321 	 46 	 14473.274246
6 	 328 	 47 	 14473.274246
6 	 335 	 48 	 14473.274246
6 	 342 	 49 	 14473.274246
6 	 349 	 50 	 14473.274246
6 	 356 	 51 	 14473.274246
6 	 363 	 52 	 14473.274246
6 	 370 	 53 	 14473.274246
6 	 377 	 54 	 14473.274246
6 	 384 	 55 	 14473.274246
6 	 391 	 56 	 14473.274246
6 	 398 	 57 	 14473.274246
6 	 405 	 58 	 14473.274246
6 	 412 	 59 	 14473.274246
6 	 419 	 60 	 14473.274246
6 	 426 	 61 	 14473.274246
6 	 433 	 62 	 14473.274246
6 	 440 	 63 	 14473.274246
6 	 447 	 64 	 14473.274246
6 	 454 	 65 	 14473.274246
6 	 461 	 66 	 14473.274246
6 	 468 	 67 	 14473.274246
6 	 475 	 68 	 14473.274246
6 	 482 	 69 	 14473.274246
6 	 489 	 70 	 14473.274246
6 	 496 	 71 	 14473.274246
6 	 503 	 72 	 14473.274246
6 	 510 	 73 	 14473.274246
6 	 517 	 74 	 14473.274246
6 	 524 	 75 	 14473.274246
6 	 531 	 76 	 14473.274246
6 	 538 	 77 	 14473.274246
6 	 545 	 78 	 14473.274246
6 	 552 	 79 	 14473.274246
6 	 559 	 80 	 14473.274246
6 	 566 	 81 	 14473.274246
6 	 573 	 82 	 14473.274246
6 	 580 	 83 	 14473.274246
6 	 587 	 84 	 14473.274246
6 	 594 	 85 	 14473.274246
6 	 601 	 86 	 14473.274246
6 	 608 	 87 	 14473.274246
6 	 615 	 88 	 14473.274246
6 	 622 	 89 	 14473.274246
6 	 629 	 90 	 14473.274246
6 	 636 	 91 	 14473.274246
6 	 643 	 92 	 14473.274246
6 	 650 	 93 	 14473.274246
6 	 657 	 94 	 14473.274246
6 	 664 	 95 	 14473.274246
6 	 671 	 96 	 14473.274246
6 	 678 	 97 	 14473.274246
6 	 685 	 98 	 14473.274246
6 	 692 	 99 	 14473.274246
6 	 699 	 100 	 14473.274246
6 	 706 	 101 	 14473.274246
6 	 713 	 102 	 14473.274246
