1  	 7 	 39 	 102.298750 	 0.000001 	 0.160055 
1  	 7 	 5 	 151.529303 	 0.000000 	 0.033248 
1  	 7 	 44 	 110.476961 	 0.000000 	 0.117669 
1  	 7 	 34 	 71.776198 	 0.000003 	 0.660315 
1  	 7 	 16 	 72.803274 	 0.000002 	 0.623944 
1  	 7 	 8 	 118.403603 	 0.000000 	 0.089185 
1  	 7 	 11 	 34.062515 	 0.000050 	 13.020634 
1  	 7 	 64 	 43.092685 	 0.000020 	 5.082621 
1  	 7 	 48 	 14.132898 	 0.001692 	 438.991939 
1  	 7 	 62 	 38.245658 	 0.000032 	 8.192470 
1  	 7 	 66 	 61.488984 	 0.000005 	 1.226196 
1  	 7 	 40 	 81.963406 	 0.000001 	 0.388392 
1  	 7 	 61 	 124.687664 	 0.000000 	 0.072519 
1  	 7 	 49 	 73.351483 	 0.000002 	 0.605479 
1  	 7 	 4 	 144.342292 	 0.000000 	 0.040381 
1  	 7 	 14 	 106.241882 	 0.000001 	 0.137583 
1  	 7 	 2 	 101.059573 	 0.000001 	 0.168050 
1  	 7 	 12 	 65.163090 	 0.000004 	 0.972165 
1  	 7 	 7 	 60.891401 	 0.000005 	 1.275044 
1  	 7 	 21 	 27.162277 	 0.000124 	 32.200245 
1  	 7 	 55 	 62.411437 	 0.000004 	 1.155293 
1  	 7 	 50 	 120.193010 	 0.000000 	 0.083991 
1  	 7 	 33 	 120.038477 	 0.000000 	 0.084424 
1  	 7 	 28 	 48.208053 	 0.000012 	 3.245399 
1  	 7 	 9 	 86.187507 	 0.000001 	 0.317668 
1  	 7 	 26 	 19.476432 	 0.000469 	 121.788894 
1  	 7 	 13 	 92.470959 	 0.000001 	 0.239732 
1  	 7 	 6 	 119.953904 	 0.000000 	 0.084663 
1  	 7 	 69 	 120.241406 	 0.000000 	 0.083856 
1  	 7 	 75 	 121.785210 	 0.000000 	 0.079684 
1  	 7 	 53 	 134.573516 	 0.000000 	 0.053446 
1  	 7 	 24 	 54.888694 	 0.000007 	 1.931157 
1  	 7 	 43 	 125.130110 	 0.000000 	 0.071499 
1  	 7 	 32 	 109.023342 	 0.000000 	 0.124071 
1  	 7 	 57 	 53.207913 	 0.000008 	 2.186928 
1  	 7 	 18 	 67.513006 	 0.000003 	 0.843724 
1  	 7 	 71 	 151.050340 	 0.000000 	 0.033672 
1  	 7 	 47 	 58.855798 	 0.000006 	 1.460666 
1  	 7 	 31 	 130.611371 	 0.000000 	 0.060232 
1  	 7 	 36 	 105.779008 	 0.000001 	 0.140007 
1  	 7 	 20 	 123.206926 	 0.000000 	 0.076069 
1  	 7 	 46 	 48.832463 	 0.000012 	 3.082573 
