cell1							cell2							cell3													
	1	0,00318614	0,025307	0,136403	0,05496538	0,071389058		1	0	0	0	0	0		1	0	0	0	0	0							
	2	0,00318614	0,025307	0,136403	0,05496538	0,071389058		2	4,13694	2,32548	0,167917	2,210112333	1,987024954		2	0	0	0	0	0							
	3	0,00318614	0,025307	0,136403	0,05496538	0,071389058		3	4,13694	2,32548	0,167917	2,210112333	1,987024954		3	0,356495	3,09205	1,76325	1,737265	1,367962611							
	4	0,00318614	0,025307	0,136403	0,05496538	0,071389058		4	4,13694	2,32548	0,167917	2,210112333	1,987024954		4	0,356495	3,09205	1,76325	1,737265	1,367962611							
	5	0,00318614	0,025307	0,136403	0,05496538	0,071389058		5	4,13694	2,32548	0,167917	2,210112333	1,987024954		5	0,356495	3,09205	1,76325	1,737265	1,367962611							
	6	0,00318614	0,025307	0,136403	0,05496538	0,071389058		6	4,13694	2,32548	0,167917	2,210112333	1,987024954		6	0,356495	3,09205	1,76325	1,737265	1,367962611							
	7	0,00318614	0,025307	0,136403	0,05496538	0,071389058		7	4,13694	2,32548	0,167917	2,210112333	1,987024954		7	0,356495	3,09205	1,76325	1,737265	1,367962611							
	8	0,00637228	0,063192	0,263984	0,11118276	0,135345057		8	4,13694	2,32548	0,167917	2,210112333	1,987024954		8	0,356495	3,09205	1,76325	1,737265	1,367962611							
	9	0,00637228	0,063192	0,263984	0,11118276	0,135345057		9	8,27387	6,56341	0,335834	5,057704667	4,177734469		9	0,356495	3,09205	1,76325	1,737265	1,367962611							
	10	0,00637228	0,063192	0,263984	0,11118276	0,135345057		10	8,27387	6,56341	0,335834	5,057704667	4,177734469		10	0,761624	6,1841	3,18205	3,375924667	2,716431857							
	11	0,00637228	0,063192	0,263984	0,11118276	0,135345057		11	8,27387	6,56341	0,335834	5,057704667	4,177734469		11	0,761624	6,1841	3,18205	3,375924667	2,716431857							
	12	0,00637228	0,063192	0,263984	0,11118276	0,135345057		12	8,27387	6,56341	0,335834	5,057704667	4,177734469		12	0,761624	6,1841	3,18205	3,375924667	2,716431857							
	13	0,00637228	0,063192	0,263984	0,11118276	0,135345057		13	8,27387	6,56341	0,335834	5,057704667	4,177734469		13	0,761624	6,1841	3,18205	3,375924667	2,716431857							
	14	0,00637228	0,063192	0,263984	0,11118276	0,135345057		14	8,27387	6,56341	0,335834	5,057704667	4,177734469		14	0,761624	6,1841	3,18205	3,375924667	2,716431857							
	15	0,00637229	0,063192	0,284953	0,11817243	0,147203732		15	8,27387	6,56341	0,335834	5,057704667	4,177734469		15	0,761624	6,1841	3,18205	3,375924667	2,716431857							
	16	0,00637229	0,063192	0,284953	0,11817243	0,147203732		16	8,27388	6,56341	0,335834	5,057708	4,177738319		16	0,761624	6,1841	3,18205	3,375924667	2,716431857							
	17	0,00637229	0,063192	0,284953	0,11817243	0,147203732		17	8,27388	6,56341	0,335834	5,057708	4,177738319		17	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	18	0,00637229	0,063192	0,284953	0,11817243	0,147203732		18	8,27388	6,56341	0,335834	5,057708	4,177738319		18	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	19	0,00637229	0,063192	0,284953	0,11817243	0,147203732		19	8,27388	6,56341	0,335834	5,057708	4,177738319		19	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	20	0,00637229	0,063192	0,284953	0,11817243	0,147203732		20	8,27388	6,56341	0,335834	5,057708	4,177738319		20	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	21	0,00637229	0,063192	0,284953	0,11817243	0,147203732		21	8,27388	6,56341	0,335834	5,057708	4,177738319		21	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	22	0,00637229	0,063192	0,284953	0,11817243	0,147203732		22	8,27388	6,56341	0,335834	5,057708	4,177738319		22	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	23	0,00637229	0,063192	0,284953	0,11817243	0,147203732		23	8,27388	6,56341	0,335834	5,057708	4,177738319		23	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	24	0,00637229	0,063192	0,284953	0,11817243	0,147203732		24	8,27388	6,56341	0,335834	5,057708	4,177738319		24	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	25	0,00637229	0,063192	0,284953	0,11817243	0,147203732		25	8,27388	6,56341	0,335834	5,057708	4,177738319		25	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	26	0,00637229	0,063192	0,284953	0,11817243	0,147203732		26	8,27388	6,56341	0,335834	5,057708	4,177738319		26	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	27	0,00637229	0,063192	0,284953	0,11817243	0,147203732		27	8,27388	6,56341	0,335834	5,057708	4,177738319		27	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	28	0,00637229	0,063192	0,284953	0,11817243	0,147203732		28	8,27388	6,56341	0,335834	5,057708	4,177738319		28	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	29	0,00637229	0,063192	0,284953	0,11817243	0,147203732		29	8,27388	6,56341	0,335834	5,057708	4,177738319		29	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	30	0,00637229	0,063192	0,284953	0,11817243	0,147203732		30	8,27388	6,56341	0,335834	5,057708	4,177738319		30	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	31	0,00637229	0,063192	0,284953	0,11817243	0,147203732		31	8,27388	6,56341	0,335834	5,057708	4,177738319		31	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	32	0,00637229	0,063192	0,284953	0,11817243	0,147203732		32	8,27388	6,56341	0,335834	5,057708	4,177738319		32	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	33	0,00637229	0,063192	0,284953	0,11817243	0,147203732		33	8,27388	6,56341	0,335834	5,057708	4,177738319		33	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	34	0,00637229	0,063192	0,284953	0,11817243	0,147203732		34	8,27388	6,56341	0,335834	5,057708	4,177738319		34	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	35	0,00637229	0,063192	0,284953	0,11817243	0,147203732		35	8,27388	6,56341	0,335834	5,057708	4,177738319		35	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	36	0,00637229	0,063192	0,284953	0,11817243	0,147203732		36	8,27388	6,56341	0,335834	5,057708	4,177738319		36	0,801295	6,1841	3,18205	3,389148333	2,697371815							
	37	0,00637229	0,063192	0,284953	0,11817243	0,147203732		37	8,27388	6,56341	0,335834	5,057708	4,177738319		37	0,801295	6,1841	3,18205	3,389148333	2,697371815							
