1 	 1  	 37 
1 	 2  	 38 
1 	 3  	 34 
1 	 4  	 46 
1 	 5  	 10 
1 	 6  	 16 
1 	 7  	 54 
1 	 8  	 41 
1 	 9  	 48 
1 	 10  	 38 
