2 	 1 	 6  	 5  	 0.000000 	 6.500000 	 2 
2 	 2 	 6  	 2  	 0.000000 	 3.000000 	 1 
2 	 3 	 6  	 1  	 0.000000 	 1.500000 	 1 
2 	 4 	 6  	 2  	 0.000000 	 1.500000 	 1 
2 	 5 	 6  	 3  	 0.000000 	 4.500000 	 2 
2 	 6 	 6  	 5  	 0.000000 	 7.500000 	 2 
2 	 7 	 6  	 1  	 0.000000 	 1.500000 	 0 
3 	 1 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 2 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 3 	 6  	 5  	 0.000000 	 6.666667 	 3 
3 	 4 	 6  	 5  	 0.000000 	 6.666667 	 3 
3 	 5 	 6  	 5  	 0.000000 	 6.666667 	 2 
3 	 6 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 7 	 6  	 5  	 0.000000 	 6.666667 	 1 
2 	 1 	 6  	 5  	 0.000000 	 7.500000 	 1 
2 	 2 	 6  	 5  	 0.000000 	 7.500000 	 2 
2 	 3 	 6  	 5  	 0.000000 	 7.500000 	 0 
2 	 4 	 6  	 5  	 0.000000 	 7.500000 	 0 
2 	 5 	 6  	 5  	 0.000000 	 7.500000 	 2 
2 	 6 	 6  	 5  	 0.000000 	 7.500000 	 1 
2 	 7 	 6  	 5  	 0.000000 	 7.500000 	 0 
3 	 1 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 2 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 3 	 6  	 5  	 0.000000 	 6.666667 	 2 
3 	 4 	 6  	 5  	 0.000000 	 6.666667 	 2 
3 	 5 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 6 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 7 	 6  	 5  	 0.000000 	 6.666667 	 1 
3 	 1 	 6  	 1  	 0.000000 	 1.333333 	 1 
3 	 2 	 6  	 2  	 0.000000 	 2.666667 	 1 
3 	 3 	 6  	 3  	 0.000000 	 2.666667 	 2 
3 	 4 	 6  	 4  	 0.000000 	 5.333333 	 1 
3 	 5 	 6  	 5  	 0.000000 	 4.000000 	 0 
3 	 6 	 6  	 1  	 0.000000 	 1.333333 	 0 
3 	 7 	 6  	 2  	 0.000000 	 0.000000 	 0 
3 	 1 	 6  	 4  	 0.000000 	 5.333333 	 2 
3 	 2 	 6  	 1  	 0.000000 	 1.333333 	 1 
3 	 3 	 6  	 1  	 0.000000 	 0.000000 	 0 
3 	 4 	 6  	 2  	 0.000000 	 2.666667 	 1 
3 	 5 	 6  	 4  	 0.000000 	 5.333333 	 3 
3 	 6 	 6  	 5  	 0.000000 	 6.666667 	 2 
3 	 7 	 6  	 4  	 0.000000 	 5.333333 	 2 
2 	 1 	 6  	 1  	 0.000000 	 1.500000 	 1 
2 	 2 	 6  	 4  	 0.000000 	 3.500000 	 1 
2 	 3 	 6  	 4  	 0.000000 	 4.500000 	 1 
2 	 4 	 6  	 4  	 0.000000 	 4.500000 	 1 
2 	 5 	 6  	 2  	 0.000000 	 1.500000 	 1 
2 	 6 	 6  	 2  	 0.000000 	 0.000000 	 0 
2 	 7 	 6  	 2  	 0.000000 	 1.500000 	 1 
2 	 1 	 6  	 4  	 0.000000 	 4.500000 	 0 
2 	 2 	 6  	 2  	 0.000000 	 3.000000 	 0 
2 	 3 	 6  	 4  	 0.000000 	 6.000000 	 3 
2 	 4 	 6  	 1  	 0.000000 	 1.500000 	 0 
2 	 5 	 6  	 4  	 0.000000 	 5.500000 	 1 
2 	 6 	 6  	 4  	 0.000000 	 6.000000 	 2 
2 	 7 	 6  	 3  	 0.000000 	 4.500000 	 1 
