4 	 5 	 1  	 262.781 	  	 0 	 	 0 	 	 0 
4 	 5 	 2  	 262.781 	  	 0 	 	 0 	 	 0 
4 	 5 	 3  	 262.781 	  	 0 	 	 0 	 	 0 
4 	 5 	 4  	 262.781 	  	 0 	 	 0 	 	 0 
4 	 5 	 5  	 262.781 	  	 131.402 	 	 0 	 	 0 
4 	 5 	 6  	 262.781 	  	 131.402 	 	 131.402 	 	 0 
4 	 5 	 7  	 262.781 	  	 131.402 	 	 131.402 	 	 0 
4 	 5 	 8  	 262.781 	  	 131.402 	 	 131.402 	 	 0 
4 	 5 	 9  	 262.781 	  	 131.402 	 	 131.402 	 	 0 
4 	 5 	 10  	 262.781 	  	 131.402 	 	 131.402 	 	 0 
4 	 5 	 11  	 262.781 	  	 131.402 	 	 131.402 	 	 0 
4 	 5 	 12  	 262.781 	  	 262.781 	 	 131.402 	 	 0 
4 	 5 	 13  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 14  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 15  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 16  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 17  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 18  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 19  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 20  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 21  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 22  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 23  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 24  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 25  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 26  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 27  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 28  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 29  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 30  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 31  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 32  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 33  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 34  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
4 	 5 	 35  	 262.781 	  	 262.781 	 	 262.781 	 	 0 
