1 	 1  	 18 
1 	 2  	 10 
1 	 3  	 1 
1 	 4  	 4 
1 	 5  	 6 
1 	 6  	 6 
1 	 7  	 1 
1 	 8  	 4 
1 	 9  	 2 
1 	 10  	 1 
2 	 1  	 21 
2 	 2  	 10 
2 	 3  	 7 
2 	 4  	 4 
2 	 5  	 6 
2 	 6  	 3 
2 	 7  	 3 
2 	 8  	 1 
2 	 9  	 2 
2 	 10  	 5 
